P	Rubalcaba breve: Partido fuerte, a trabajar, unidad y cambio. #38CongresoPSOE
N	Ayay quiero grrabar un trocito de Drown con el ukelele porque tiene que quedar preciosa. Pero tengo la voz fatal 
N	Iba a desearle suerte a @_Rubalcaba_ ..., pero el ver que ha fichado a #Griñan y a #Zarrías .... la verdad es q se quitan las ganas....
NEU	Off. Os deseo una gran noche a todos con los vuestros. ¡Que lo urgente no nos distraiga de lo importante! Muy feliz Navidad!
N	Subidas de impuestos,recortes y ni palabra de eliminar Diputaciones,duplicidades,fundaciones y sociedades públicas,fusionar ayuntamientos..
P	Buenas noches a tod@s que soñeis como sueña el flamenco
NONE	"Entre Cayetano en ""Salvados"" y Urdangarin en ""Ya me salvo yo"", vaya 24h para la aristocracia."
NONE	RT @ChuleCamano: @mdcospedal charlando con el futbolista Fernando Morientes en #Guadalajara, Gala del Deporte #CLM http://t.co/WUtoDoCx
P	"""@CayePache: Mi nueva adquisición literaria. @ristomejide 'Que la muerte te acompañe' http://t.co/bckLZtF2 "" Enhorabuena, lo has encontrado!"
NONE	Ahí están !!!!RT @joancarrillo7: @Buenafuente estan en twitcam ahora mismo!!! http://t.co/W8JwbUTD
N	"ETA, perdón ""cristiano"" y López http://t.co/ZxvUaQtl"
P	Enhorabuena a @Intereconomia tv ayer 2% de share total! @Gato_directo impresionante 3,3% ! Cañas 2,2% y TD2 un 2,4%!!!!! Oeoeoeoeoeoeoe oe
N	"Chiky en todos los eventos me dice ""Mae échame a una amiga tuya"" y nunca le he cumplido, soy una mala mejor amiga"
N	¿Crisis? ¿Para quien?bit.ly/xAEdm7
P	Qué gran día hace en Barcelona! Ahora toca un buen entreno y después ver a mi equipo jugar en Santander!
NONE	El tren cada media hora es un mito urbano, no ha pasado el de las 9
N	.“@AgCastellote: un abrazo fuerte para ti y los compañeros agredidos hoy, recordando q la única batalla que se pierde es la que se abandona”
NONE	@YamileUc pos yo no sabia pensamos que ya se habían ido pero luis vio el mensaje y corrio jaja y yo ni podia seguirle el paso ja
NONE	Tio el final de sao 
NONE	Final, Apoel 0-3 Real Madrid.
P	Y en nada estará disponible vía #soundcloud mi nueva sesión con el mejor house y un rollazo flipante 
P	@elchamuko me alegro milord! Feliz regreso a su casa en el averno!
P	1 taza D cafe para empezar un buen dia de trabajo! 1 taza de cafe doble para un MUUUUUY buen dia de trabajo!
N	Últimamenteaa RT @DrFleischman: @JuanraLucas Últimamente dice usted unas cosas muy extrañas...
P	Yo diría que si “@Pituu4: @Buenafuente sera este el año en el que vuelva BUENAFUENTE a nuestras casas??”
NONE	"Muchos besos.. ;) RT @RominaDalu: Eso! ;) RT""@OrdenSanzera: @AlejandroSanz hay besitos para tus fans argentinas? :) te amamos!!!"""
P	Vamos chicoss #Quitateeltop !!!!
N	#videoyañez El PSOE denuncia el vídeo de la ministra sobre la reforma laboral. Estas ofensivas audiovisuales las ... http://t.co/wanY5onx
NEU	Hoy en @hora25 a las 22:00 la muerte del asesino de Tolousse y la Ley de Transparencia que mañana aprueba el gobierno
P	@ilejarza ¡Es el mejor! Espero con emoción ese disco nuevo y deseo tener tiempo para digerir toda la discografía antes de morir.
P	Queremos que la banca contribuya a la creación de empleo, a la competitividad y al crecimiento económico http://t.co/pGxOsIeg
N	"Merkel persiste en el error. Lo explica @josecdiez en su análisis ""El euro en la encrucijada"". http://t.co/1E8clG0o"
P	Feliz semana santa para todos los twitteros y en especial para mi amigo @javipp_84 .
P	Servicial hasta la muerte, servil ni en la muerte. Bravo Leo Farache. #comercialesdepublicidad
NONE	Portada La Gaceta http://t.co/MNVQmXfd ...
NEU	El envalentonamiento de nuestro extremo centro les lleva a respaldar el  linchamiento a Garzón con argumentos democráticos.
NONE	@jesusmarana @mjguemes @sgueina a ver si es verdad...
P	Los cuatro ases de la marca personal online http://t.co/KSTl2j5E
P	"RT @OrellanaOsorio @mdcospedal ""El Gobierno d España está haciendo todas las reformas q necesita nuestro país,empezando por decir la verdad"""
NONE	Hola, buenas noches a todos. Esta es la portada de hoy, 13 de febrero http://t.co/uCqgo1ae
NONE	Estaré de nuevo en Madrid el lunes 5 de marzo en el T. Circo Price !
P	RT @miabuelasabia: Haz tu vida como hacen los pulmones, quédate con lo bueno y dejar ir lo que no es necesario.
NONE	Rajoy, a la pista http://t.co/K93M3dfA
N	@valabina @kuluska y como ya sabemos todos el amor no solo es ciego sino que no entiende de criterio musical 
N	Sarkozy lleva ya tres día, hoy, Le Pen también sacude a España. Va a contestarles el gobiernoaa
P	@Luis_Callejo Hola Luis!! Vendrás a Barcelona a promocionar #TardeParaLaIra ?? Un abrazo crack y feliz día! 
N	Como cuando te sientes fea, gorda y sin plata
NEU	@PalomaCervilla @@merceperello @@PalomaCervilla por supuesto, pero no creo que negarse a malgastar dinero sea equivocarse
P	Buenos días!!! :-)hoy regreso a casa!
P	Saludosss “@Albertoln: Saludos a @JAMonago, que le he estado persiguiendo y haciéndole fotos por todo IFEBA, en la feria de la infancia...
P	Estoy preparando muchas cosas para que el especial sea muy especial 
P	@Jovel_Alvarez no sé si a todos les funcione pero ¡nosotros sí que lo vemos cumplido!
P	Creo k es la primera vez k estoy deseando k llegue septiembre de una vez 
NONE	Al fondo hay sitio... http://t.co/iy9MxbGW
N	"""Esto se atasca"", dice el ministro Guindos en plena explicación de la reforma financiera. Se refería al ordenador, pero es buena metáfora"
N	Estoy pasando por una cuerda fina de inestabilidad emocional a gatas 
NEU	El sábado se casa Adriel y eso me hace sentir super vieja maee cuando ibamos a pueblo viejo x olafos saliamos fuck off y yo era la niñera
NONE	Empezamos en @MundoaCuestas con @carloscuestaveo @InquisidorTV @ChaniHenares @SantiAbascal Eduardo Inda, Ricardo Martin y Luis Peiró #VeoTV
N	"@HurricaneOfFire Estoy recuperándome del vídeo y el momento ""(bird shit)"" Parece una parodia de sí mismo "
P	CiU apoya la reforma laboral del gobierno. Incluso Foro Asturias. El día en que el CIS da vendedor al PSOE ¿Habrá pacto PP/Foro? Creo que si
NONE	El Gobierno casi entero se queda a escuchar a Duran, mientras los diputados del PP se van. Es el socio clave para Rajoy
NONE	Estos serán los dos últimos shows que bailo con mis minis bboys.
N	Y tú, deberías cambiarte la foto RT @latontao: @Buenafuente Deberías hablar en Español porque la gente que te sigue es de España
NONE	"""Las razones de las Fuerzas Armadas"". Mi columna hoy sobre la etapa Morenés en Defensa, en @LARAZON_es .. @PPopular http://t.co/tRX7aCIm"
N	T @nayermaster: @josecmh He sido moderadora en foros, y prefiero censurar que que se falte sistemáticamente al respeto.
NONE	@vegetta777 @WillyrexYT @bysTaXx  que tal en el concierto  os lo pasasteis genial?
P	Hecho! @rafaminer
NEU	@marionaral @mjdelrio @AcevAsociacion gracias   Si lo malo de la verdad es que no necesariamente nos hace felices.
NEU	Voy asi: Silvio Rodríguez, Ismael Serrano, Cristian Castro (homenaje a José José) y el Buki... el asunto es serio
N	"Políticos q no responden. ""En ningún país dl mundo homologable al nstro se tolera semejante práctica"" http://t.co/7hoIl9HR via @antonlosada"
P	Buen amigo eres @Skyruss96, gracias por compartir tu pregunta en ese Ask 2.0 
N	@zKnowcks7 la culpa es de la gente que juega segunda no te engañes a ti mismo 
NONE	@mijacabello97 feliz cumpleaños que sea el mejor cumpleaños de todos muchas bendiciones y muchos éxitos por siempre
NONE	#ICanAdmit , #elcomecocos10 , Merkel y Sarkozy y #cuatrotuiteros , los TT esta tarde en España
N	¿Crisis de identidad? RT @LoidaLois @EvaORegan ¡¡¡Tú eres española por encima de todo!!!
NONE	@PabloAIglesias @marianorajoy Hoy?
P	@unculemadrid si al final acabamos hablando un rato, era muy simpática  @jovigobi
NONE	Nueva entrada: 'Atrapa un millón' http://t.co/AiIdknfq
NONE	Esta tarde a las 16h tenemos Pleno en #AsambleaMadrid. Podéis seguirlo en directo a través del siguiente enlace: http://t.co/iN2kTORc
N	El Grupo Mixto pide q se repita la votación con Joan Tardà, tb de ERC, como candidato. Petición denegada.
NEU	@milatuesta @marisolmelissac @sinparada Las extraño, cuando un skupe grupal
N	Me parece muy injusto la sentencia del juicio de marta del castillo
P	. @MarianoRajoy: He hecho un gobierno competente  http://t.co/Z2NNYg23 via @elmundoes
NONE	"En ""X"" gimnasio me iban a cobrar como 330mil colones en un año. No me matriculé y estoy haciendo las matemáticas para el siguiente viaje"
P	Totalmente RT @eliasbendodo: Y el ganador del debate es..................@javierarenas_pp  Pensadlo bien.
N	En definitiva, ajuste hasta el RIGOR MORTIS al empleo y la economía, y excusa para recortar lo social adornado con retórica de diálogo.
NONE	Estamos entre bambalinas http://t.co/9qsBg5bm
N	Me siento estafada con la hamburguesa pensé que era de pollo pero de pollo con pavo 🦃 #nomegusta
N	@DiegoMazon78 tutururú
N	Yo le escribo a la gente a la hora que sea porque mi ansiedad no me permite esperar a una hora prudente
N	Sabíamos que borboneando contra Suárez, el rey agitó las aguas golpistas el 23F. No se conocían sus simpatías, ni su presión a los jueces
N	Los chinos, q son capaces d copiarlo todo, ahora van a x nuestro jamón. Dicen que ni se le parece, pero lo venden ¡a 1.700 euros!
NONE	@radioskylab_es ¡Pero explicar a fondo las zonas habitables y que condiciones necesita un planeta para serlo! 
NONE	Buenasssssss.El domingo a las 22.00Habemus día y hora!!!!
P	Reflexión del día: los hay consortes y los hay con suerte.
P	Consolación y lagrimas. Es preciosa . #malagasanta #cofradiasmlg #malaga  http://t.co/9RLa749u
P	@isachi8 gracias!!!!!! Washis estoy feliz y aprovechando todo lo q puedo gracias por los deseos y buena vibra. Un abrazote a la distancia
P	El fundador de Slashdot se pasa al WashPost RT @NiemanLab Why @cmdrtaco joined WaPo “Journalism is bigger than print” http://t.co/WQO0YHHX
NONE	Y nos vamos encontrando a un ex en el hotel...
N	CIU obliga a rectificar a De Gispert.Ya vale todo,incluso l xenofobia. http://t.co/3LGQoZ84  unos mueven el árbol,otros recogen ls nueces...
NEU	Termina la cumbre de Marsella. #Rajoy ofrece compromiso con el déficit y exige capacidad de decisión para España.
N	El ministro de Interior desvela que la Policía investigó ilegalmente a Ignacio González. Su predecesor igual sabe algo del asunto.
P	Vamos a resar por toda la gente de Acapulco,MX! Una gente increible que abrieron sus brazos a nosotros. Nuestros pensamientos estan con Uds.
P	Ayer mi profe me ubicó y fue genial hablar de tantos proyectos, en verdad de la nada nos encontramos con personas que nos motivan
N	Patxi López reclama acercamiento de presos. @TelediarioInter 20:30
NONE	Y si..... ella también estuvo allí! http://t.co/yEGq2z4B
P	El PP asegura que no habrá ni un solo recorte en Sanidad . @eliasbendodo @esperanzaona  http://t.co/iGFeAGJO
N	Tengo una leve duda de que las fotos del meet acá en CR las van a plublicar hasta el año que viene
NONE	Salgo con el chinarrin,su flaca y mi mejor amiga a tomar por el centro y en vez de que mi amiga termine picada,yo termino bailando cumbia
P	@FOrtsArg @PolloVignolo @fedebulos12 Gran programa pero se extraña a Leto !
N	@ViKo_LH mira hijo de puta me cago en tu puta madre JAJAJAJAJAJAJJAAJAJA ya podré ir en 2018, ya... 
NONE	Y en el #Gabinete , el humor francés, con Sardà, @elisabeni  y el Gral Monzón.
N	Que #Rajoy no logre la #investiduraRajoy NO ES NOTICIA, lo contrario sí... Pero serán becarios los que están en prácticas 
N	Se que hay unís cuantos felices con la amnistía. Pocos, los felices de siempre, los q nunca pierden y luego van de buenos x el mundo. Penoso
N	@Natticornia @YouNow ya volvió a esas mierdas porque no tiene a show de huevos es un día triste para el hombre araña...
P	En la Cena de Navidad del PP de Marratxí, con los compañeros de siempre, compartiendo un rato juntos, @mgarciagual, Miguel Ramis y R.Bosch.
NONE	RT @delahozm: @sevillajordi @anarcanil @susannagriso Allí estaremos en un par de horas
N	@5nfidente No. Era sad y soy bien marica con esas cosas.
N	"¿Cómo iba vestida? ""¿Cómo explicarlo? -me dice Luis B.- Como si llevara el jersey por debajo de la piel..."""
N	Guindos anuncia que el Gobierno ha decidido reducir este año un 40% la inversión pública... y echa la culpa a los socialistas
P	En el blog: Al fin la patronal está contenta http://t.co/YzPmygoU
NONE	@AggroQueenFay Solo fui a una de sus presentaciones 30 minutos, comprendeme
N	"La profecía de Michel Rocard: ""la sociedad del futuro tendrá menos mercado y menos Cupido""."
N	@Danaloby Gente como tu mediocres y matoncitos. Que se puede esperar de los fujiratas.
N	+1RT @ang_guillen: Todavía tenemos q oir en el #parlament q El Prat ha de ser Hub internacional cuando no hay mercado para + es surrealista
NONE	Es necesario #elcambioandaluz  RT @Miguelrherrera: @mariviromero @esperanzaona necesitamos ca
P	Mi enhorabuena a Soraya Rodríguez por su nuevo cometido. Espero y deseo debates positivos, constructivos y útiles para la sociedad española.
NEU	Nada le gustaría tanto al PP como tener a Rubal enfrente 4 años siendo rehén de su pasado. El PSOE estará loco si no se renueva.
N	Ayuda RT @NKIESE: Ayuda porfa!! Necesitamos donadores de sangre O- y B- en Medica Sur para Regina Howard, es una amiga. RT pls!
NEU	Todos vamos a ser puteados mañana, bonita Navidad eh #despedidos
P	"#LibroBlancodeTurismo @javierarenas_pp "" que gran noticia es que el gobierno vaya a abrir una linea ICO especial para ayuntamientos y CCAA"""
P	@Tidxs_ ay  mejor eso que nada no?
P	@FranzUgarte @UnAutenticoCule asi tiene que ser .. yo m alegro solo si el barca pierde en algo qe influya a madrid cmo la liga ayer tuani
P	@vanessasaba75 buen duo con Manolo B. En cuatro linda cancion. . como tantas de mar de copas q estan en el soundtrack de mi vida.
P	Que buena vibra me transmite @Cocofunka
N	Parece q algunos dicen q se ha pedido un nuevo recuento!!!! Horrorrrrr!!!!! #38CongresoPSOE
N	Pero alguien pensaba q no nos iba a tocar pagar los desaguisados de éstos que hemos echado? La cosa no ha hecho más que empezar. #2012duro
N	La inmersión linGúística llega también a la Justicia. Os mostramos un caso increíble. @TelediarioInter 20:30
P	PueS queda todavia unos meses, pero vamos muy rapido. OjalA para verano. RT @MisterAbano: (cont) http://t.co/ubidI4dg
NEU	Compatibilizar cobro por desempleo y trabajo barato es una novedad q muchos demandaban hace tiempo. Interesante, pero habrá q ver su impacto
P	De camino a plató para prepararnos y esta noche en directo... @A3NumeroUno ! No se lo pierdan!
P	Gracias chicos“@QueDicen_com: @PaulaVazquezTV: la última estrella ya brilla en Antena 3 http://t.co/sgtYTYng [http://t.co/4u7OLDDU]”
P	Andalucía está comprometida con la estabilidad, pero exigimos lealtad institucional. No discriminar a CCAA por color político #debateAND
N	@AlejoIgoa extraño tus IS con la divaza
N	Cuidao las mechas rubias de Brad Pitt. Qué cosa más fea (las mechas)
NEU	Rajoy asegura que la reforma laboral que se aprobará el viernes será amplia y profunda después de que los agentes sociales no hayan acordado
NONE	Bueno. Os dejo otro rato. Luego publicare una fotito o algo en mi facebook. Ciao.
NONE	“@martinez_xabier: en su epoka ya abia moviles¿?” Claaaro, creo que había hasta diccionarios.
NONE	Ya está aquí el ministro de Economía Luis de Guindos. empezamos la entrevista.
P	La situación es complicada, pero el Gobierno sabe lo que tiene que hacer para que España vuelva a crecer y crear empleo http://t.co/lqomZHQ9
P	Dios guarda para mi lo mejor por que mi fe en el siempre perdurara por la eternidad. Quien busca encuentra y no se conforma con poco.
P	"Arenas: ""Bajo ningún concepto Rajoy está vinculado por el 25M"" http://t.co/Jpg1hDn3"
N	Hemos hablado con Navarro Valls sobre la amenaza laicista de Rubalcaba. @TelediarioInter 20:30
N	"“@morabenavente:La palabra más oída por los niños españoles de 6-12 años es ""crisis"" y la cuarta""paro"" descorazonador. http://t.co/xDCOn6D7”"
